sample	name
D02173F5	Pseudomonas
SS200000553BL_B6	Bradyrhizobium
D02165D3	Listeria
FP200000421BR_D1	Naegleria
SS200000114BR_C1	Corynebacterium
SS200000553BL_A2	Acidovorax
D01574E3	Serratia
D02165E1	Micromonospora
FP200000611TR_F1	Xanthomonas
D02165D3	Staphylococcus
D02165D3	Paenibacillus
D02165D2	Acinetobacter
FP200000586TR_A1	Klebsiella
FP200000586TR_A1	Cupriavidus
SS200000114BR_C1	Sphingomonas
FP200000421BR_E3	Bradyrhizobium
SS200000115BR_E2	Mycobacterium
SS200000553BL_B1	Mycolicibacterium
C01838C4	Bradyrhizobium
SS200000863BR_C2	Glutamicibacter
D02173F6	Alkalihalobacillus
A01890D1	Halomonas
A01890D2	Mycobacterium
D01574E3	Helicobacter
D01574E3	Bradyrhizobium
D02173E3	Shewanella
D02173E6	Acinetobacter
B02210F4	Amycolatopsis
D02165D2	Limosilactobacillus
FP200000421BR_E4	Glutamicibacter
SS200000553BL_A2	Chryseobacterium
D02165D5	Bacteroides
D02172E3	Bradyrhizobium
SS200000115BR_F4	Cutibacterium
SS200000553BL_B1	Burkholderia
A01894F5	Sphingopyxis
D01574E3	Paenibacillus
SS200000114BR_A2	Gemella
FP200000421BR_E3	Clostridium
SS200000553BL_A2	Paracoccus
D02165D2	Microbacterium
FP200000611TR_E1	Halomonas
D02165D6	Bacillus
FP200000421BR_D4	Cupriavidus
FP200000421BR_D4	Thermobifida
SS200000553BL_A2	Polynucleobacter
A01892B6	Clostridium
D02173E6	Amycolatopsis
C01838C2	Bradyrhizobium
C01838C2	Mycobacterium
A01890D1	Bradyrhizobium
A02184A1	Bradyrhizobium
FP200000611TR_F1	Comamonas
C01838C2	Streptococcus
SS200000726BL_E1	Acinetobacter
D02165E6	Cellulomonas
D02165E2	Methylobacterium
FP200000421BR_E4	Clostridium
FP200000421BR_E4	Paenibacillus
A01890D1	Flavobacterium
C01838C2	Campylobacter
SS200000553BL_B6	Tsukamurella
FP200000421BR_D1	Streptomyces
SS200000553BL_C1	Clostridium
SS200000114BR_A2	Staphylococcus
FP200000421BR_E3	Mycobacterium
A01894F4	Lactobacillus
D02069C2	Bacillus
D02165D1	Paenibacillus
D02173F6	Halomonas
D02165D6	Paenibacillus
SS200000553BL_C1	Acinetobacter
SS200000553BL_B1	Lysobacter
D02165E2	Aeromonas
FP200000421BR_D4	Bradyrhizobium
D02165D3	Halomonas
D02165E6	Chryseobacterium
C01838C4	Micromonospora
D01574E3	Bacillus
D02165D1	Lysinibacillus
D02172E3	Bacillus
SS200000863BR_C2	Paenibacillus
D02165C6	Porphyromonas
FP200000421BR_E4	Mycolicibacterium
A02184A1	Micromonospora
SS200000553BL_B1	Paracoccus
FP200000421BR_D4	Clostridium
D02165E6	Klebsiella
D02165D4	Microbacterium
C01838C2	Gordonia
D02069C2	Mycolicibacterium
FP200000421BR_E4	Microbacterium
FP200000611TR_F1	Lactobacillus
FP200000611TR_F1	Cellulomonas
D02165D5	Sinorhizobium
D02165D4	Flavobacterium
SS200000553BL_B6	Psychrobacter
D02069C2	Halomonas
D02165E6	Psychrobacter
B02210F4	Mesorhizobium
SS200000863BR_C4	Naegleria
D02165D4	Corynebacterium
SS200000114BR_C1	Halomonas
SS200000553BL_A2	Aeromonas
D02173E3	Amycolatopsis
FP200000611TR_F1	Actinomyces
D02173E4	Lysobacter
FP200000421BR_E4	Bradyrhizobium
SS200000114BR_C1	Nocardioides
A02184A2	Naegleria
D02173E6	Lysobacter
SS200000114BR_C1	Bradyrhizobium
SS200000553BL_A2	Shewanella
SS200001472BR_B4	Micromonospora
SS200000114BR_B3	Staphylococcus
C01838C4	Burkholderia
D02069C2	Amycolatopsis
FP200000586TR_A1	Actinoplanes
SS200000115BR_E2	Brachybacterium
D02165D5	Flavobacterium
D02173F6	Sphingomonas
FP200000586TR_A1	Actinomyces
SS200000121BL_D3	Lactobacillus
D00864B4	Bradyrhizobium
A01894D6	Bradyrhizobium
D02173E6	Streptococcus
D02165D4	Rothia
D02165E6	Hydrogenophaga
FP200000586TR_A1	Arthrobacter
A01894F5	Paenibacillus
C01838C2	Aeromonas
D02173E6	Microbacterium
FP200000421BR_E4	Prevotella
D02165D3	Gemella
D02172E6	Halomonas
D02172E3	Nocardia
D00864B2	Glutamicibacter
A01890D1	Hymenobacter
D02069C2	Lysobacter
FP200000421BR_E4	Acinetobacter
A01892B6	Brevundimonas
A01892C2	Acinetobacter
D02165D4	Actinomyces
D02165D2	Mycobacterium
SS200000553BL_A2	Empedobacter
A01890D2	Mesorhizobium
SS200001472BR_A5	Burkholderia
SS200000115BR_E2	Nocardioides
D02165D3	Microbacterium
D02069C1	Clostridium
D00864B2	Micromonospora
D02165D5	Paraburkholderia
D02173E6	Aeromonas
FP200000421BR_E4	Burkholderia
D02165D3	Neisseria
D02172E3	Burkholderia
FP200000586TR_A1	Comamonas
SS200000114BR_C1	Methylobacterium
SS200000115BR_F4	Nocardia
SS200000553BL_B6	Paenibacillus
D02069C1	Sphingomonas
D02165E3	Cutibacterium
FP200000611TR_E1	Bradyrhizobium
FP200000611TR_F1	Streptococcus
A01894F5	Burkholderia
D02165C6	Gordonia
D02165E2	Bradyrhizobium
SS200000553BL_B1	Mesorhizobium
SS200000553BL_B6	Alkalihalobacillus
A02184A2	Pseudomonas
D02165D4	Leptotrichia
C01838C2	Pantoea
SS200000158BL_E6	Kurthia
A02184A2	Microbacterium
SS200000726BL_E3	Staphylococcus
D02173E6	Halomonas
D02165D4	Mycolicibacterium
SS200000553BL_B1	Corynebacterium
C01838C4	Caulobacter
A01894F5	Clostridium
SS200000158BL_E6	Aquitalea
SS200000726BL_D6	Sphingomonas
D02165D6	Mycolicibacterium
SS200000553BL_B1	Gordonia
SS200000553BL_B6	Prevotella
D02165D4	Alkalihalobacillus
D02165D3	Sphingomonas
A01894D6	Acinetobacter
B02210F4	Halomonas
FP200000421BR_E4	Dactylosporangium
D02165C6	Aeromonas
SS200000114BR_A4	Nocardioides
SS200000553BL_A2	Cutibacterium
D02165D3	Burkholderia
D02165D1	Cupriavidus
FP200000611TR_F1	Gordonia
FP200000611TR_F1	Sphingopyxis
SS200000115BR_D4	Acinetobacter
FP200000421BR_D4	Brachybacterium
FP200000421BR_D4	Paenibacillus
A01894F4	Paenibacillus
SS200000726BL_E1	Streptococcus
SS200000726BL_E3	Amycolatopsis
SS200000114BR_C1	Paenibacillus
SS200000115BR_D4	Escherichia
A01890D1	Lactobacillus
A01890D2	Lysobacter
D02165D5	Gordonia
D02165E6	Serratia
D02172E3	Flavobacterium
SS200001472BR_B4	Glutamicibacter
SS200000121BL_D3	Phocaeicola
FP200000421BR_D4	Microbacterium
FP200000421BR_D4	Mycolicibacterium
SS200000553BL_A2	Rhodococcus
D02173E3	Klebsiella
FP200000586TR_A1	Campylobacter
SS200000726BL_E1	Helicobacter
D02165D6	Sphingomonas
FP200000611TR_E1	Mycobacterium
SS200000114BR_C1	Flavobacterium
FP200000421BR_D4	Flavobacterium
A01894F4	Acinetobacter
A02184A1	Amycolatopsis
D01574E3	Flavobacterium
D02165D4	Lysobacter
D02172E6	Bradyrhizobium
D02165E6	Mycolicibacterium
D00864C5	Naegleria
A01892C2	Clostridium
A02184A1	Mycolicibacterium
SS200001472BR_B4	Burkholderia
D02165E6	Listeria
D02165D1	Anaerococcus
SS200000726BL_E4	Micromonospora
FP200000421BR_E3	Burkholderia
SS200000115BR_D4	Cutibacterium
D02172E6	Acinetobacter
SS200000553BL_A2	Lactococcus
A02184A1	Acinetobacter
FP200000586TR_A1	Sphaerotilus
SS200000553BL_B1	Aeromonas
A01890D1	Amycolatopsis
SS200001472BR_B5	Clostridium
SS200001472BR_A5	Acinetobacter
FP200000586TR_A1	Streptococcus
SS200000115BR_D4	Mycobacterium
D02165D5	Deinococcus
D02165D5	Pantoea
SS200000114BR_C1	Brachybacterium
A01890D2	Bacillus
D02173E6	Flavobacterium
D02165E3	Amycolatopsis
D02165D5	Hymenobacter
D02173F6	Escherichia
SS200000121BL_D3	Nocardia
D01574E3	Pasteurella
D02165D5	Brevibacterium
D02172E6	Sphingomonas
D02165C6	Azospirillum
D02165E3	Methylobacterium
D02165D1	Staphylococcus
FP200000611TR_F1	Lysobacter
SS200000114BR_C1	Bacillus
SS200000553BL_B6	Halomonas
SS200000121BL_D3	Staphylococcus
FP200000421BR_D4	Dactylosporangium
D02069C1	Burkholderia
SS200001472BR_B4	Mycobacterium
D01574E3	Corynebacterium
D02165E6	Nocardioides
B02210F4	Bacillus
D02069C1	Methylobacterium
SS200001472BR_B5	Naegleria
D02165D3	Mycobacterium
D02165E6	Enterococcus
FP200000421BR_D3	Streptomyces
SS200000553BL_A2	Arthrobacter
D02165D5	Kocuria
D02173E6	Mycobacterium
SS200000553BL_B6	Lysobacter
SS200000726BL_E3	Clostridium
D02165D5	Enterobacter
D02165E6	Roseiflexus
FP200000611TR_E1	Paenibacillus
SS200000553BL_A2	Nocardia
D02165E2	Flavobacterium
FP200000421BR_E3	Sphingomonas
SS200000553BL_C1	Streptococcus
D02069C2	Burkholderia
D02165D5	Acidovorax
FP200000611TR_F1	Novosphingobium
SS200000726BL_E3	Halomonas
D02165E6	Corynebacterium
D02165D6	Corynebacterium
D02165E4	Clostridium
SS200000553BL_B1	Nocardia
D01574E3	Halomonas
D02165D2	Glutamicibacter
D02165E6	Rhodococcus
D02165E2	Halomonas
D02165D1	Mycobacterium
D02165D3	Xanthomonas
D02173E6	Mycolicibacterium
FP200000421BR_E4	Bacillus
C01838C2	Mesorhizobium
D02069C1	Moraxella
D02165D5	Actinomadura
SS200000553BL_A2	Mycolicibacterium
C01838C2	Sphingomonas
D02165C6	Brevundimonas
D02165D5	Haemophilus
SS200000114BR_C1	Prevotella
A01894F4	Staphylococcus
D02069C1	Empedobacter
D02173E6	Klebsiella
FP200000611TR_E1	Microbacterium
SS200000114BR_C1	Microbacterium
SS200000115BR_D4	Sphingomonas
D02165D3	Rhodococcus
D02173F6	Mesorhizobium
FP200000611TR_E1	Mycolicibacterium
SS200000115BR_E2	Methylobacterium
A01892B6	Glutamicibacter
SS200000726BL_E1	Paenibacillus
SS200000114BR_A4	Sphingomonas
FP200000421BR_D4	Burkholderia
D02069C2	Microbacterium
FP200000586TR_A1	Blattabacterium
D02165C6	Bacillus
FP200000611TR_E1	Methylobacterium
FP200000611TR_E1	Acinetobacter
D02173E3	Mycobacterium
SS200000114BR_C1	Mycolicibacterium
SS200000553BL_B6	Microbacterium
SS200000553BL_C1	Bacillus
SS200000553BL_A2	Alkalihalobacillus
A01890D2	Sphingomonas
D02069C1	Lysobacter
D00864B2	Mycobacterium
D02173E6	Mesorhizobium
D02165D4	Shewanella
D02069C1	Amycolatopsis
SS200000726BL_E1	Staphylococcus
D02165E2	Microbacterium
D02165E2	Mycolicibacterium
FP200000586TR_A1	Rhodococcus
A01892C2	Staphylococcus
SS200001472BR_A5	Clostridium
D02165E6	Mesorhizobium
SS200000114BR_A4	Amycolatopsis
A02184A2	Bacillus
C01838C4	Enterobacter
D02165D5	Alkalihalobacillus
D02165E3	Chryseobacterium
D02165D4	Aeromonas
SS200000115BR_F4	Amycolatopsis
A01892B6	Micromonospora
D02069C1	Alkalihalobacillus
SS200001472BR_A5	Bradyrhizobium
D02165D5	Bordetella
D02172E6	Mycobacterium
D02165D6	Methylobacterium
D02165D6	Acinetobacter
D02165D4	Anaerocolumna
SS200000114BR_A4	Methylobacterium
SS200000553BL_C1	Paenibacillus
A01892B6	Lysobacter
FP200000586TR_A1	Enterobacter
A01890D2	Lactobacillus
D02069C1	Flavobacterium
D02165D5	Xanthomonas
D02173F6	Burkholderia
D02173F6	Chryseobacterium
D02165E1	Prevotella
SS200000553BL_B6	Clostridium
D02172E3	Klebsiella
D02165E4	Acinetobacter
B02210F4	Flavobacterium
SS200000553BL_C1	Klebsiella
SS200000553BL_A2	Microbacterium
A01890D1	Microbacterium
D02165D1	Halomonas
B02210F4	Lysobacter
SS200000553BL_B6	Sphingomonas
A01894F5	Bacillus
D02165C6	Shewanella
D02173E4	Staphylococcus
D02165D2	Burkholderia
FP200000611TR_F1	Pseudoalteromonas
SS200000121BL_D3	Amycolatopsis
SS200000553BL_C1	Lysobacter
D02165D5	Massilia
D02173E3	Aeromonas
FP200000421BR_E3	Halomonas
SS200000121BL_D3	Herbaspirillum
FP200000421BR_D4	Nocardiopsis
SS200000553BL_B1	Shewanella
FP200000586TR_A1	Virgibacillus
FP200000421BR_D4	Halomonas
SS200000553BL_B1	Klebsiella
SS200000553BL_C1	Microbacterium
SS200000553BL_C1	Staphylococcus
SS200000553BL_A2	Kurthia
SS200000553BL_A2	Nocardioides
D02173E3	Paenibacillus
A01890D1	Corynebacterium
D02173F6	Streptococcus
A01890D1	Sphingomonas
D01574E3	Microbacterium
FP200000586TR_A1	Nostoc
C01838C4	Clostridium
D02165D5	Enterococcus
D02172E6	Streptococcus
D02165D6	Lactobacillus
D02165C6	Lactobacillus
D02165D5	Novosphingobium
D02165D5	Ligilactobacillus
D02165D5	Glutamicibacter
D02165E3	Bacillus
D02165E3	Paenibacillus
D02165D6	Flavobacterium
D02165D2	Halomonas
FP200000421BR_E4	Halomonas
FP200000421BR_E4	Mesorhizobium
SS200000553BL_B6	Klebsiella
A01894F5	Acidovorax
A01890D2	Listeria
A01890D2	Mycolicibacterium
D02165D3	Mesorhizobium
D02173F6	Nocardioides
SS200000115BR_D4	Amycolatopsis
C01838C2	Halomonas
D02165D6	Aggregatibacter
FP200000421BR_D4	Corynebacterium
A01894E6	Helicobacter
D02069C1	Paenibacillus
D02165D3	Brevundimonas
D02165C6	Mesorhizobium
FP200000611TR_F1	Enterobacter
A01892B6	Bradyrhizobium
SS200000726BL_E1	Sphingomonas
D02173F6	Hymenobacter
D02165D6	Campylobacter
D02165E2	Hymenobacter
FP200000586TR_A1	Enterococcus
FP200000611TR_E1	Burkholderia
FP200000611TR_F1	Pseudonocardia
SS200000553BL_B6	Gordonia
C01838C4	Listeria
D02069C1	Acinetobacter
SS200000726BL_E1	Clostridium
D02165E6	Aeromonas
FP200000421BR_D4	Bacillus
SS200000115BR_E2	Microbacterium
A01890D2	Chryseobacterium
A02184A1	Burkholderia
D02165E6	Shewanella
D02165D4	Klebsiella
FP200000586TR_A1	Curtobacterium
SS200000553BL_A2	Klebsiella
D02165D6	Mesorhizobium
D02165D1	Bacillus
FP200000421BR_E4	Corynebacterium
SS200000553BL_B1	Nocardioides
SS200000553BL_C1	Mycolicibacterium
SS200000726BL_E3	Sphingomonas
D02165D1	Chryseobacterium
SS200000553BL_C1	Glutamicibacter
A01894F5	Mycobacterium
A01894F4	Pasteurella
SS200000115BR_F3	Streptomyces
SS200000553BL_B1	Rhodococcus
D02165D5	Azospirillum
A01894F4	Clostridium
SS200000726BL_E3	Tsukamurella
D02173E6	Rhodococcus
FP200000611TR_E1	Corynebacterium
SS200000553BL_A2	Gordonia
A01890D1	Rhodococcus
C01838C2	Cellulomonas
C01838C2	Chryseobacterium
D01574E3	Chryseobacterium
D02165D5	Comamonas
D02165D1	Shewanella
D02165D2	Alkalihalobacillus
B02210F4	Mycolicibacterium
SS200000553BL_B6	Flavobacterium
A01890D2	Paraburkholderia
SS200000863BR_C2	Sphingomonas
SS200000726BL_E1	Bradyrhizobium
SS200001472BR_A5	Paenibacillus
D01574E3	Alkalihalobacillus
D02165D5	Selenomonas
D02165D5	Variovorax
D02165D5	Roseomonas
D02173F6	Lysobacter
D02172E3	Psychrobacter
D02165D2	Mycolicibacterium
FP200000586TR_A1	Bifidobacterium
FP200000586TR_A1	Polynucleobacter
SS200000114BR_A4	Alkalihalobacillus
SS200000115BR_D4	Clostridium
SS200000553BL_C1	Bradyrhizobium
A02184A2	Clostridium
D02069C2	Pasteurella
D02165E6	Methylobacterium
FP200000586TR_A1	Agrobacterium
SS200000115BR_F4	Mycobacterium
SS200000158BL_E6	Flavobacterium
D02069C1	Bacillus
SS200000863BR_C2	Halomonas
SS200000726BL_E3	Acinetobacter
D02165D3	Aeromonas
FP200000611TR_F1	Nostoc
FP200000421BR_D4	Acinetobacter
C01838C4	Lysobacter
B02210F4	Glutamicibacter
SS200000726BL_E4	Cutibacterium
D02165D5	Klebsiella
D02165D2	Flavobacterium
SS200000121BL_D3	Prevotella
A02184A1	Clostridium
D02172E6	Lactobacillus
SS200000726BL_D6	Staphylococcus
D02165D3	Shewanella
D02165E3	Aeromonas
D02165E2	Mesorhizobium
D02165D4	Paracoccus
D02165E4	Porphyromonas
FP200000421BR_E3	Paenibacillus
A02184A2	Halomonas
A01894E6	Acinetobacter
D02069C1	Bradyrhizobium
A01894D6	Glutamicibacter
SS200001472BR_B4	Bradyrhizobium
D02165E2	Bacillus
D02165D4	Nocardia
SS200000121BL_D3	Sphingomonas
A01890D2	Flavobacterium
C01838C2	Pasteurella
SS200000863BR_C4	Staphylococcus
D02069C2	Klebsiella
SS200000726BL_E4	Helicobacter
D02165C6	Nocardioides
FP200000421BR_E3	Acinetobacter
FP200000586TR_A1	Citrobacter
D01574E3	Amycolatopsis
D02172E6	Methylobacterium
SS200000115BR_D4	Methylobacterium
SS200000553BL_B1	Campylobacter
A01890D2	Amycolatopsis
SS200000726BL_E3	Paenibacillus
SS200001472BR_B4	Latilactobacillus
D02173F6	Rhodococcus
D02165D4	Chryseobacterium
D02165D4	Hymenobacter
FP200000611TR_F1	Paracoccus
FP200000421BR_D4	Xanthobacter
A01894D6	Clostridium
SS200001472BR_B4	Klebsiella
SS200000158BL_E6	Amycolatopsis
SS200000114BR_A2	Nocardioides
SS200000553BL_B1	Listeria
C01838C2	Massilia
A01894F4	Micromonospora
D02069C2	Chryseobacterium
D01574E3	Mesorhizobium
D02173E6	Caulobacter
D02165D6	Azospirillum
D02165D1	Microbacterium
D02165D1	Mycolicibacterium
FP200000421BR_E4	Curtobacterium
FP200000421BR_D4	Rhodococcus
C01838C4	Paenibacillus
C01838C2	Cupriavidus
SS200000726BL_E4	Clostridium
D02165D3	Paracoccus
D02172E6	Clostridium
D02165E6	Pasteurella
FP200000586TR_A1	Pediococcus
FP200000421BR_D4	Xanthomonas
C01838C2	Achromobacter
D02165E3	Megasphaera
SS200000553BL_B1	Streptococcus
SS200000863BR_C4	Mycobacterium
SS200001472BR_B4	Clostridium
D02165D5	Cupriavidus
D02165E3	Clostridium
B02210F4	Mycobacterium
FP200000586TR_A1	Lactococcus
SS200000114BR_B3	Mycobacterium
SS200000553BL_B6	Burkholderia
D02173E3	Porphyromonas
FP200000586TR_A1	Paracoccus
SS200000553BL_B1	Brevundimonas
D00864B2	Bradyrhizobium
D02165D5	Stutzerimonas
D02173F6	Amycolatopsis
D02173E6	Corynebacterium
D02165D2	Corynebacterium
FP200000611TR_F1	Virgibacillus
SS200000553BL_B1	Xanthomonas
D02173E6	Shewanella
SS200000114BR_C1	Burkholderia
SS200000553BL_B6	Nocardia
D00864B4	Staphylococcus
SS200000726BL_D6	Bacillus
D02173F6	Mycolicibacterium
D02173E3	Enterococcus
D02172E3	Sphingomonas
FP200000421BR_E3	Microbacterium
FP200000421BR_E3	Mycolicibacterium
FP200000611TR_F1	Brevundimonas
A01890D2	Klebsiella
SS200000726BL_E3	Burkholderia
D02172E3	Halomonas
FP200000611TR_E1	Bacillus
SS200000114BR_A2	Mycobacterium
D02173F6	Flavobacterium
FP200000421BR_E4	Rhodococcus
FP200000586TR_A1	Xanthomonas
FP200000611TR_F1	Agrobacterium
A01894D6	Mycobacterium
SS200000726BL_D6	Bradyrhizobium
D02165E3	Mycolicibacterium
FP200000421BR_D4	Actinoplanes
A01894D6	Cutibacterium
D02069C2	Mesorhizobium
D02165C6	Methylobacterium
D02165D5	Parabacteroides
D02173F6	Sphingobium
FP200000421BR_E3	Shewanella
D02069C1	Providencia
D02069C2	Caulobacter
D02165C6	Limosilactobacillus
FP200000586TR_A1	Deinococcus
FP200000586TR_A1	Sporosarcina
FP200000611TR_E1	Flavobacterium
SS200000114BR_C1	Shewanella
SS200000553BL_B6	Mycolicibacterium
C01838C2	Mycolicibacterium
SS200000863BR_C2	Clostridium
SS200000726BL_E4	Amycolatopsis
FP200000586TR_A1	Sphingopyxis
SS200000158BL_E6	Rhodococcus
SS200000115BR_E2	Halomonas
SS200000726BL_E4	Staphylococcus
D02173E4	Bradyrhizobium
FP200000421BR_E4	Saccharothrix
SS200000115BR_D4	Bacillus
SS200000553BL_B1	Arthrobacter
D02165D5	Nostoc
FP200000421BR_E4	Nocardiopsis
SS200000114BR_C1	Mesorhizobium
SS200000114BR_A2	Amycolatopsis
SS200000553BL_B6	Bacillus
D02165E3	Lysobacter
FP200000421BR_E3	Chryseobacterium
FP200000586TR_A1	Massilia
FP200000611TR_E1	Actinoplanes
SS200000553BL_B6	Cutibacterium
C01838C2	Priestia
D02165D5	Priestia
D02165E6	Enterobacter
D02165E6	Paraburkholderia
D02165D6	Rhodococcus
D02165D6	Gordonia
D02165D1	Brevundimonas
FP200000611TR_F1	Achromobacter
SS200000114BR_B3	Amycolatopsis
SS200000115BR_D4	Microbacterium
SS200000726BL_E3	Bradyrhizobium
D02165C6	Flavobacterium
D02165D5	Roseovarius
SS200000115BR_F4	Acinetobacter
A02184A1	Enterobacter
A02184A1	Bacillus
SS200000726BL_E4	Paenibacillus
SS200001472BR_A5	Microbacterium
D02165C6	Rhodococcus
D02173E3	Bradyrhizobium
FP200000421BR_E3	Lysobacter
A01894D6	Bacillus
SS200000726BL_D6	Halomonas
D02173E6	Campylobacter
D02172E3	Xanthomonas
FP200000421BR_D4	Mesorhizobium
SS200000553BL_B6	Listeria
A01894E6	Lactobacillus
SS200000726BL_D6	Paenibacillus
SS200000726BL_E1	Bacillus
D02165E3	Halomonas
D02165D4	Rhodococcus
D02165E4	Paenibacillus
FP200000611TR_F1	Escherichia
FP200000611TR_F1	Photobacterium
FP200000611TR_F1	Acidovorax
FP200000611TR_F1	Roseomonas
SS200000114BR_A4	Mycobacterium
SS200000114BR_C1	Chryseobacterium
SS200000553BL_B1	Comamonas
SS200000726BL_E4	Sphingomonas
D01574E3	Rhodococcus
D02165D3	Flavobacterium
D02165D5	Psychrobacter
D02173E6	Lactobacillus
D02165D4	Photobacterium
FP200000586TR_A1	Pseudoalteromonas
D00864B4	Naegleria
A01894E6	Sphingomonas
A02184A1	Pasteurella
D01574E3	Mycolicibacterium
D02165D5	Kitasatospora
D02165E3	Agrobacterium
D02165E2	Rhodococcus
D02172E3	Mycobacterium
FP200000586TR_A1	Brevundimonas
FP200000611TR_F1	Cloacibacterium
SS200000114BR_A2	Sphingomonas
A01894F5	Halomonas
D00864C5	Mycobacterium
FP200000586TR_A1	Serratia
SS200000114BR_A2	Brachybacterium
D02069C2	Flavobacterium
D02172E6	Amycolatopsis
D02172E3	Gordonia
D02165E4	Micromonospora
FP200000586TR_A1	Aliarcobacter
FP200000611TR_F1	Variovorax
SS200000553BL_A2	Pseudoalteromonas
D02165D5	Salmonella
D02165D1	Mesorhizobium
SS200000114BR_C1	Curtobacterium
SS200000121BL_D3	Bacteroides
C01838C4	Mycobacterium
SS200000863BR_C4	Acinetobacter
D02069C2	Cupriavidus
D01574E3	Listeria
FP200000611TR_F1	Peptoniphilus
FP200000421BR_D4	Curtobacterium
SS200000553BL_B1	Actinoplanes
FP200000611TR_E1	Hymenobacter
SS200000114BR_C1	Lysobacter
SS200000553BL_B1	Azospirillum
A02184A2	Bradyrhizobium
D02069C2	Lactobacillus
D01574E3	Hydrogenophaga
D02165E4	Amycolatopsis
FP200000611TR_F1	Pantoea
SS200000553BL_A2	Mesorhizobium
A01890D1	Actinomyces
SS200000726BL_E1	Tsukamurella
D02165D3	Chryseobacterium
D02173E6	Thermus
D02165D2	Methylobacterium
D02165D2	Rhodococcus
SS200000158BL_E6	Helicobacter
C01838C2	Sulfitobacter
D00864B2	Paenibacillus
SS200000726BL_E1	Halomonas
D02165D3	Mycolicibacterium
D02165C6	Achromobacter
D02165D6	Rothia
FP200000611TR_F1	Metabacillus
SS200000121BL_D3	Clostridium
SS200000553BL_B1	Paraburkholderia
SS200000553BL_C1	Halomonas
C01838C2	Klebsiella
D02165C6	Leucobacter
D02172E6	Lysobacter
B02210F4	Limosilactobacillus
FP200000421BR_E4	Xanthobacter
FP200000611TR_E1	Mesorhizobium
SS200000553BL_C1	Flavobacterium
SS200000863BR_C2	Acinetobacter
D00864B2	Clostridium
D02165C6	Klebsiella
D02165C6	Nocardia
SS200000114BR_A4	Prevotella
SS200000553BL_B1	Hymenobacter
SS200000553BL_B6	Nocardioides
C01838C4	Mesorhizobium
D02165D1	Flavobacterium
D02172E3	Bacteroides
A01892B6	Microbacterium
SS200000863BR_C2	Burkholderia
D02165E6	Brevundimonas
D02165D4	Brevundimonas
D02172E3	Shewanella
FP200000586TR_A1	Photobacterium
FP200000611TR_F1	Bifidobacterium
FP200000611TR_F1	Sulfitobacter
FP200000421BR_D4	Klebsiella
SS200000115BR_E2	Tsukamurella
D02165D5	Legionella
D02165D5	Pseudonocardia
D02165E6	Caulobacter
D02165D4	Arthrobacter
D02165D2	Nocardioides
FP200000586TR_A1	Gordonia
SS200000114BR_A4	Microbacterium
SS200000553BL_A2	Streptococcus
A01894F4	Mycolicibacterium
SS200000726BL_D6	Glutamicibacter
SS200000863BR_C4	Micromonospora
D02165D3	Corynebacterium
D02165D5	Serratia
D02173E4	Amycolatopsis
FP200000611TR_F1	Serratia
FP200000611TR_F1	Brevibacterium
SS200000114BR_B3	Acinetobacter
SS200000553BL_B1	Polynucleobacter
A01894F5	Mesorhizobium
A01890D2	Aeromonas
D02165D6	Arthrobacter
D02173E3	Halomonas
FP200000586TR_A1	Neisseria
FP200000586TR_A1	Herbaspirillum
FP200000611TR_E1	Chryseobacterium
SS200000553BL_A2	Paraburkholderia
SS200000863BR_C2	Mycobacterium
SS200000726BL_E1	Microbacterium
D01574E3	Shewanella
D02165C6	Mycobacteroides
D02165D1	Corynebacterium
D02173E3	Clostridium
D02172E3	Paraburkholderia
A01894F5	Amycolatopsis
A01894D6	Pasteurella
D02165D2	Chryseobacterium
SS200000114BR_B3	Micromonospora
SS200000115BR_F4	Clostridium
SS200000553BL_C1	Chryseobacterium
SS200000553BL_A2	Actinoplanes
A01894F4	Burkholderia
SS200000726BL_E4	Bradyrhizobium
SS200001472BR_B4	Acinetobacter
D02173F6	Gordonia
D02172E6	Flavobacterium
D02165D6	Actinosynnema
D02165D2	Klebsiella
B02210F4	Rhodococcus
FP200000611TR_F1	Deinococcus
SS200000114BR_A2	Streptococcus
A01890D2	Microbacterium
A01894D6	Mesorhizobium
D02165D3	Haemophilus
D02165D3	Veillonella
D02173E4	Microbacterium
D02173E4	Paenibacillus
D02165E6	Achromobacter
D02165E6	Clostridioides
D02165D2	Paracoccus
A01890D2	Brevundimonas
C01838C2	Flavobacterium
C01838C2	Amycolatopsis
D02165D5	Kluyvera
B02210F4	Streptococcus
FP200000586TR_A1	Lysinibacillus
FP200000611TR_F1	Legionella
SS200000553BL_B1	Actinomyces
SS200000863BR_C2	Bradyrhizobium
D02165D5	Saccharopolyspora
D02172E6	Burkholderia
D02165E2	Corynebacterium
B02210F4	Microbacterium
FP200000421BR_D1	Staphylococcus
FP200000421BR_E3	Listeria
FP200000586TR_A1	Bordetella
SS200000114BR_C1	Dactylosporangium
SS200000115BR_F3	Stenotrophomonas
FP200000421BR_D4	Shewanella
SS200000553BL_B6	Chryseobacterium
SS200000863BR_C4	Burkholderia
D02165D4	Yersinia
D02172E3	Microbacterium
D02165D2	Mesorhizobium
SS200000121BL_D3	Mycobacterium
A02184A2	Micromonospora
D02069C1	Priestia
D02173E6	Brevundimonas
C01838C2	Corynebacterium
A02184A1	Microbacterium
