sample	name
SS200000726BL_D6	Aeromonas
D02165E6	Haemophilus
D02165E6	Arthrobacter
D02165E6	Cupriavidus
FP200000611TR_F1	Acidiferrobacter
SS200000115BR_F4	Mycolicibacterium
SS200000553BL_A2	Achromobacter
SS200000553BL_A2	Stutzerimonas
A02184A2	Flavobacterium
A01894D6	Amycolatopsis
D02069C2	Streptococcus
D02165D3	Citrobacter
D02173F6	Listeria
D02165D1	Photobacterium
D02165E4	Mycobacterium
D02165D2	Shewanella
FP200000586TR_A1	Proteus
FP200000611TR_E1	Dactylosporangium
SS200000553BL_B1	Kocuria
SS200000553BL_B1	Cupriavidus
SS200000553BL_B6	Rhodococcus
A01890D1	Moraxella
D00864C5	Bradyrhizobium
A01892C2	Priestia
D02069C1	Rhodococcus
D00864B2	Bacillus
D02165D5	Ruegeria
D02069C1	Mycolicibacterium
D02173F6	Klebsiella
D02165D6	Acidovorax
D02173E3	Burkholderia
D02172E3	Mesorhizobium
SS200000553BL_B6	Brevundimonas
SS200000553BL_A2	Enterobacter
SS200001472BR_B4	Bacillus
D02173F6	Priestia
D02172E3	Lactobacillus
FP200000421BR_E3	Bacillus
FP200000611TR_E1	Listeria
FP200000611TR_F1	Brevibacillus
SS200000114BR_A4	Mycolicibacterium
SS200000121BL_D3	Enterococcus
FP200000421BR_D4	Actinomyces
A01890D1	Nocardia
D02069C2	Shewanella
D02165D3	Achromobacter
D02172E6	Corynebacterium
D02165E3	Burkholderia
D02173E3	Mesorhizobium
SS200000158BL_E6	Shewanella
SS200000553BL_A2	Citrobacter
A01890D1	Chryseobacterium
C01838C4	Amycolatopsis
D02173F6	Empedobacter
D02165E6	Brevibacterium
D02165E6	Sphingobacterium
FP200000611TR_F1	Blautia
SS200000115BR_D4	Curtobacterium
SS200000115BR_F4	Burkholderia
SS200000114BR_A2	Acinetobacter
SS200001472BR_B5	Bradyrhizobium
D01574E3	Pseudoalteromonas
D02165D3	Glutamicibacter
D02173E6	Acidovorax
D02165E2	Cutibacterium
D02165E1	Staphylococcus
SS200000114BR_B3	Bradyrhizobium
SS200000158BL_E6	Comamonas
D00864B4	Burkholderia
A01894D6	Chryseobacterium
A02184A1	Halomonas
SS200001472BR_A5	Klebsiella
D02173E6	Enterobacter
D02172E6	Mesorhizobium
D02165E6	Xanthomonas
D02165D6	Serratia
FP200000611TR_E1	Cupriavidus
SS200000121BL_D3	Alkalihalobacillus
SS200000115BR_E2	Acinetobacter
SS200000115BR_E2	Paenibacillus
SS200000553BL_A2	Methylobacterium
A01894F4	Caulobacter
SS200000863BR_C2	Flavobacterium
D02172E6	Nocardia
B02210F4	Corynebacterium
FP200000421BR_E4	Chryseobacterium
A02184A2	Amycolatopsis
A01890D2	Corynebacterium
D00864B2	Mesorhizobium
D02165C6	Mogibacterium
D02165D5	Curtobacterium
D02173F6	Shewanella
D02165E2	Arthrobacter
D02165D4	Cellulomonas
D02165D2	Gordonia
FP200000611TR_F1	Listeria
SS200000115BR_D4	Dactylosporangium
SS200000158BL_E6	Bradyrhizobium
SS200000553BL_B6	Mesorhizobium
SS200000553BL_C1	Dactylosporangium
D02069C1	Psychrobacter
D02069C1	Klebsiella
D00864B2	Klebsiella
D02173E6	Xanthomonas
FP200000421BR_E4	Xanthomonas
SS200000114BR_C1	Streptococcus
SS200000553BL_C1	Mesorhizobium
SS200000553BL_A2	Comamonas
D02173E4	Clostridium
D02165D4	Xanthomonas
A01894D6	Xanthomonas
D02165D3	Hymenobacter
D02165D5	Kutzneria
B02210F4	Chryseobacterium
FP200000586TR_A1	Achromobacter
FP200000586TR_A1	Salmonella
SS200000114BR_A2	Paenibacillus
A01894F5	Ehrlichia
A01892C2	Micromonospora
A02184A1	Paenibacillus
D02165D6	Hydrogenophaga
D02165D4	Clostridioides
D02173F5	Amycolatopsis
FP200000611TR_F1	Xanthobacter
FP200000611TR_F1	Bordetella
FP200000611TR_F1	Frankia
FP200000611TR_F1	Janthinobacterium
SS200000553BL_B1	Serratia
SS200000553BL_A2	Cupriavidus
SS200000726BL_D6	Clostridium
D02173E4	Halomonas
D02165E6	Azospirillum
D02165E6	Gordonia
SS200000121BL_D3	Nocardioides
C01838C4	Klebsiella
SS200000726BL_D6	Flavobacterium
D02165D3	Nonomuraea
D02173E6	Pasteurella
D02165E2	Escherichia
D02165E4	Bradyrhizobium
FP200000421BR_D3	Stenotrophomonas
FP200000421BR_E3	Nocardia
FP200000421BR_E4	Actinomyces
FP200000586TR_A1	Pasteurella
FP200000586TR_A1	Diaphorobacter
SS200000114BR_A2	Methylobacterium
SS200000115BR_E2	Bradyrhizobium
SS200000553BL_B1	Agrobacterium
C01838C2	Psychrobacter
A01892C2	Flavobacterium
A01894D6	Paenibacillus
SS200000863BR_C4	Clostridium
D02172E6	Bacillus
D02165E3	Corynebacterium
D02165D2	Brevundimonas
FP200000421BR_E4	Arthrobacter
FP200000586TR_A1	Methylomonas
FP200000611TR_E1	Rhodococcus
SS200000553BL_B6	Shewanella
SS200000553BL_A2	Herbaspirillum
A01894F4	Mycobacterium
D02069C2	Salmonella
D02165E2	Pseudonocardia
FP200000611TR_F1	Citrobacter
SS200000158BL_E6	Clostridium
FP200000421BR_D4	Cellulomonas
C01838C2	Veillonella
SS200000726BL_E3	Sphingobacterium
D02165D5	Lysinibacillus
D02173E4	Flavobacterium
D02165D1	Lactobacillus
D02165E4	Empedobacter
A01892B6	Paenibacillus
D00864C5	Micromonospora
A01894D6	Micromonospora
SS200000863BR_C2	Bacillus
D00864B2	Acinetobacter
SS200000726BL_E3	Flavobacterium
SS200001472BR_A5	Lactococcus
D02165D5	Lactococcus
D02165E3	Microbacterium
D02165D6	Enterobacter
D02165D4	Serratia
B02210F4	Sphingomonas
FP200000611TR_F1	Schaalia
SS200000115BR_D4	Bradyrhizobium
SS200000553BL_B1	Janthinobacterium
SS200000553BL_B6	Streptococcus
A02184A1	Listeria
SS200000726BL_E4	Lactobacillus
D02165C6	Xanthomonas
D02165D5	Sphingopyxis
D02173E6	Virgibacillus
D02173E4	Actinomyces
FP200000586TR_A1	Erwinia
FP200000421BR_D4	Nostoc
SS200000553BL_B1	Elizabethkingia
SS200000553BL_A2	Agrobacterium
SS200000726BL_E4	Streptococcus
D02165E2	Nocardioides
D02173F5	Acidovorax
D02165D2	Rubrobacter
FP200000611TR_F1	Enterococcus
SS200000114BR_C1	Cupriavidus
FP200000421BR_D4	Priestia
D00864B2	Flavobacterium
SS200000726BL_E1	Amycolatopsis
D02165E4	Burkholderia
D02165D2	Hymenobacter
FP200000421BR_D2	Vibrio
FP200000421BR_D3	Naegleria
FP200000586TR_A1	Tsukamurella
FP200000586TR_A1	Polaribacter
SS200000114BR_C1	Anaerococcus
SS200000553BL_A2	Campylobacter
A01890D1	Serratia
D02165D3	Azospirillum
D02165D5	Megasphaera
FP200000421BR_E3	Flavobacterium
FP200000421BR_E4	Cellulomonas
FP200000611TR_F1	Neisseria
SS200000114BR_A4	Clostridium
SS200000115BR_F4	Microbacterium
SS200000114BR_A2	Clostridium
SS200000553BL_B1	Photobacterium
SS200000553BL_B1	Pseudoalteromonas
SS200000553BL_B6	Moraxella
A02184A1	Methylobacterium
D01574E3	Nocardioides
D02165C6	Dactylosporangium
D02165E6	Pantoea
D02165E6	Lysinibacillus
D02165E2	Paraburkholderia
D02173E3	Sphingomonas
SS200000114BR_C1	Aeromonas
SS200000553BL_B1	Methylobacterium
A01890D2	Actinomyces
D02069C1	Corynebacterium
SS200001472BR_A5	Glutamicibacter
SS200001472BR_A5	Mycolicibacterium
D02165D3	Klebsiella
D02165D5	Escherichia
D02173F6	Serratia
D02173E6	Pseudoalteromonas
D02165D6	Cupriavidus
D02165D4	Paraburkholderia
FP200000421BR_E4	Streptococcus
FP200000586TR_A1	Sulfitobacter
FP200000611TR_F1	Alteromonas
SS200000114BR_A4	Acinetobacter
SS200000553BL_C1	Nocardia
A01890D1	Pseudoalteromonas
A02184A1	Flavobacterium
D02069C2	Aeromonas
D02165D1	Rhodococcus
SS200000114BR_C1	Rhodococcus
FP200000421BR_D4	Chryseobacterium
D02069C2	Agarivorans
D02165C6	Arthrobacter
D02165E3	Massilia
D02173E3	Bacillus
D02165D2	Aeromonas
FP200000421BR_D1	Acinetobacter
SS200000114BR_C1	Xanthomonas
SS200000114BR_C1	Lactobacillus
SS200000114BR_C1	Actinomyces
FP200000421BR_D4	Streptococcus
SS200000553BL_C1	Methylobacterium
A01890D1	Mycolicibacterium
A01892B6	Acinetobacter
A01890D2	Novosphingobium
A01894F4	Mesorhizobium
D02173E4	Mesorhizobium
D02172E6	Mycolicibacterium
FP200000611TR_E1	Nonomuraea
SS200000158BL_E6	Burkholderia
SS200000553BL_C1	Burkholderia
SS200000553BL_A2	Metabacillus
D02069C1	Listeria
SS200000726BL_E1	Flavobacterium
SS200001472BR_B5	Micromonospora
SS200001472BR_A5	Halomonas
B02210F4	Listeria
FP200000586TR_A1	Selenomonas
FP200000611TR_F1	Kitasatospora
SS200000114BR_B3	Paenibacillus
SS200000115BR_F4	Dactylosporangium
SS200000121BL_D3	Faecalibacterium
SS200000158BL_E6	Sphingomonas
SS200000553BL_B6	Corynebacterium
C01838C2	Arthrobacter
D02069C2	Hymenobacter
SS200001472BR_B4	Amycolatopsis
D02165D5	Citrobacter
D02165E6	Roseovarius
D02165D1	Streptococcus
D02172E3	Mycolicibacterium
FP200000586TR_A1	Kitasatospora
SS200000114BR_A4	Paenibacillus
D01574E3	Lactobacillus
D02165D3	Arthrobacter
D02165D5	Xanthobacter
D02165D4	Sphingobium
FP200000611TR_F1	Caulobacter
SS200000114BR_A4	Actinoplanes
SS200000114BR_C1	Nocardiopsis
SS200000553BL_B6	Paraburkholderia
A01890D1	Lysobacter
C01838C4	Arcobacter
B02210F4	Sulfitobacter
FP200000586TR_A1	Frankia
SS200000553BL_C1	Hymenobacter
A01892B6	Halomonas
A02184A2	Shewanella
SS200000726BL_E1	Mycolicibacterium
SS200001472BR_A5	Streptococcus
D01574E3	Methylobacterium
D02165D1	Aeromonas
D02165D1	Nocardia
D02165D1	Gordonia
D02165E1	Bacillus
B02210F4	Shewanella
FP200000586TR_A1	Moraxella
FP200000611TR_F1	Lysinibacillus
SS200000121BL_D3	Blautia
SS200000553BL_B1	Escherichia
SS200000553BL_B1	Cutibacterium
SS200000726BL_E4	Acinetobacter
SS200001472BR_B5	Acinetobacter
D02165D3	Nocardioides
D02165D3	Gordonia
SS200000115BR_D4	Actinoplanes
SS200000114BR_A2	Microbacterium
SS200000115BR_E2	Clostridium
D00864C5	Halomonas
A01894E6	Streptococcus
D02165D3	Methylobacterium
D02165D5	Bifidobacterium
D02165E3	Comamonas
D02165D6	Roseomonas
D02165D4	Sulfitobacter
D02165E4	Lysobacter
FP200000421BR_E4	Lactobacillus
FP200000611TR_F1	Cellulosilyticum
SS200000114BR_C1	Deinococcus
SS200000115BR_E2	Cupriavidus
A01894D6	Caulobacter
A01894D6	Halomonas
D02165D3	Paraburkholderia
D02173F6	Caulobacter
D02165D6	Deinococcus
D02165D6	Cutibacterium
D02165E1	Ralstonia
B02210F4	Nonomuraea
FP200000421BR_E3	Tsukamurella
SS200000115BR_E2	Mycolicibacterium
A01890D2	Hymenobacter
D01574E3	Enterobacter
D02165C6	Cupriavidus
D02165D5	Dactylosporangium
D02165E3	Empedobacter
FP200000421BR_E3	Arthrobacter
FP200000421BR_E3	Rhodococcus
SS200000115BR_D4	Burkholderia
SS200000553BL_B1	Providencia
SS200000553BL_B1	Metabacillus
SS200000553BL_C1	Enterobacter
A01892B6	Anaerococcus
D00864C5	Klebsiella
SS200000726BL_E3	Photobacterium
SS200000726BL_E3	Chryseobacterium
D02165E6	Pseudoalteromonas
D02165E3	Klebsiella
D02165E2	Shewanella
D02173E3	Microbacterium
FP200000421BR_D4	Listeria
SS200000553BL_B6	Achromobacter
SS200000553BL_B6	Methylobacterium
A01892B6	Alkalihalobacillus
A01894F5	Klebsiella
SS200000726BL_E3	Streptococcus
SS200000726BL_E3	Microbacterium
D01574E3	Aeromonas
D02173F6	Brevundimonas
D02165E2	Gordonia
D02165D6	Paracoccus
FP200000421BR_E4	Paracoccus
FP200000421BR_E4	Paraburkholderia
FP200000586TR_A1	Providencia
FP200000586TR_A1	Cloacibacterium
SS200000114BR_A4	Corynebacterium
SS200000115BR_F3	Naegleria
SS200000726BL_E1	Burkholderia
D01574E3	Paraburkholderia
D02165D3	Deinococcus
D02165C6	Paracoccus
D02172E6	Bifidobacterium
D02165D4	Enterobacter
D02173E3	Acinetobacter
FP200000586TR_A1	Cellulophaga
SS200000114BR_A2	Flavobacterium
SS200000115BR_E2	Burkholderia
SS200000553BL_B6	Lactobacillus
A01890D2	Nostoc
SS200000726BL_E4	Flavobacterium
D02173F6	Paraburkholderia
D02173E4	Listeria
D02165D4	Agrobacterium
D02173F5	Paenibacillus
FP200000586TR_A1	Dietzia
FP200000586TR_A1	Pantoea
FP200000586TR_A1	Nonomuraea
FP200000586TR_A1	Aquitalea
SS200000553BL_B6	Roseomonas
D02165D4	Pseudoalteromonas
D02165D2	Lachnoclostridium
FP200000421BR_E3	Streptococcus
SS200000114BR_B3	Clostridium
SS200000121BL_D3	Chryseobacterium
D00864C5	Paenibacillus
A01894D6	Burkholderia
SS200000863BR_C2	Corynebacterium
D02069C2	Cutibacterium
D01574E3	Hymenobacter
D02165D5	Polynucleobacter
D02173E6	Serratia
D02173E6	Hydrogenophaga
D02165E2	Comamonas
D02165D6	Brevundimonas
D02165D1	Azospirillum
D02165E4	Glutamicibacter
D02165E1	Bradyrhizobium
B02210F4	Klebsiella
FP200000421BR_E3	Klebsiella
FP200000611TR_E1	Streptococcus
FP200000611TR_F1	Cereibacter
FP200000421BR_D4	Saccharopolyspora
FP200000421BR_D4	Frankia
SS200000115BR_E2	Corynebacterium
SS200000553BL_B1	Pseudonocardia
C01838C2	Providencia
D02069C2	Agrobacterium
D01574E3	Klebsiella
D02165D3	Dactylosporangium
D02165C6	Hydrogenophaga
D02165E6	Actinomyces
D02165D6	Sulfitobacter
D02165E4	Flavobacterium
FP200000586TR_A1	Brevibacillus
FP200000611TR_E1	Cellulomonas
SS200000114BR_C1	Arthrobacter
SS200000553BL_B1	Priestia
SS200000553BL_A2	Virgibacillus
A01894F4	Bacillus
D02173F6	Aeromonas
D02173F6	Actinomyces
D02173E4	Mycolicibacterium
B02210F4	Methylobacterium
FP200000421BR_E3	Hymenobacter
FP200000586TR_A1	Caulobacter
SS200000114BR_A4	Flavobacterium
SS200000114BR_A4	Burkholderia
SS200000114BR_C1	Listeria
SS200000115BR_D4	Flavobacterium
SS200000115BR_D4	Mycolicibacterium
SS200000121BL_D3	Paenibacillus
SS200000553BL_B1	Enterococcus
SS200000553BL_A2	Nostoc
C01838C4	Corynebacterium
SS200001472BR_B5	Klebsiella
D02165E3	Mesorhizobium
D02165E2	Virgibacillus
D02165E2	Cupriavidus
SS200000115BR_E2	Dactylosporangium
A01890D1	Shewanella
D00864C5	Bacillus
A01892C2	Polaribacter
SS200000726BL_E1	Lactococcus
D02165C6	Roseburia
D02165D5	Brachybacterium
D02165D5	Methylorubrum
D02165E2	Chryseobacterium
FP200000586TR_A1	Kocuria
SS200000114BR_C1	Enterobacter
SS200000115BR_F3	Bradyrhizobium
SS200000158BL_E6	Mesorhizobium
SS200000553BL_B1	Acidovorax
D01574E3	Cupriavidus
D02165E3	Alkalihalobacillus
D02165D2	Megasphaera
FP200000421BR_E4	Shewanella
SS200000115BR_D4	Paenibacillus
SS200000114BR_A2	Anaerococcus
SS200000553BL_C1	Rhodococcus
A01890D2	Priestia
D01574E3	Gordonia
D02165D5	Actinomyces
D02165E6	Priestia
D02165D6	Shewanella
D02173F5	Mycolicibacterium
D02173E3	Azospirillum
FP200000421BR_D1	Glutamicibacter
FP200000611TR_F1	Providencia
FP200000611TR_F1	Yersinia
FP200000611TR_F1	Pectobacterium
FP200000611TR_F1	Sphingobium
SS200000114BR_C1	Gordonia
SS200000114BR_C1	Paraburkholderia
SS200000115BR_F4	Bradyrhizobium
SS200000121BL_D3	Bradyrhizobium
SS200000121BL_D3	Enterobacter
SS200000121BL_D3	Mycolicibacterium
SS200000114BR_A2	Halomonas
SS200000553BL_B1	Pantoea
SS200000553BL_B1	Massilia
SS200000553BL_C1	Sphingomonas
A01892B6	Mycolicibacterium
A01890D2	Actinomadura
C01838C2	Actinomyces
SS200000726BL_E3	Shewanella
D02165C6	Actinomyces
D02165D5	Sphingobium
D02165E2	Brevundimonas
D02165D6	Novosphingobium
D02165D4	Bifidobacterium
FP200000421BR_E3	Corynebacterium
FP200000586TR_A1	Priestia
SS200000115BR_E2	Cellulomonas
SS200000553BL_C1	Gordonia
SS200000726BL_E3	Rhodococcus
D02165D3	Serratia
D02165D5	Yersinia
D02173E6	Deinococcus
D02173E3	Veillonella
FP200000421BR_E3	Xanthomonas
FP200000611TR_E1	Shewanella
FP200000611TR_E1	Pasteurella
FP200000611TR_F1	Agromyces
SS200000158BL_E6	Lysobacter
SS200000114BR_A2	Bradyrhizobium
FP200000421BR_D4	Pseudonocardia
FP200000421BR_D4	Sphingopyxis
SS200000553BL_B1	Cellulomonas
A01892B6	Flavobacterium
D00864B2	Halomonas
SS200000726BL_E1	Priestia
D02165C6	Photobacterium
D02173F6	Xanthomonas
D02173F6	Novosphingobium
D02165E6	Acidovorax
D02165E3	Nocardioides
D02165D6	Gemella
D02165D6	Paraburkholderia
D02165D1	Methylobacterium
D02165E1	Methylobacterium
D02165E1	Clostridium
FP200000421BR_E4	Serratia
FP200000611TR_E1	Xanthomonas
SS200000115BR_F4	Listeria
SS200000158BL_E6	Paenibacillus
FP200000421BR_D4	Lysobacter
FP200000421BR_D4	Serratia
SS200000553BL_A2	Massilia
A01890D1	Nostoc
D02069C1	Stutzerimonas
A01894D6	Klebsiella
D00864B2	Priestia
SS200000863BR_C4	Bacillus
D02165D5	Xenorhabdus
D02165D5	Janthinobacterium
D02173E4	Chryseobacterium
D02165E2	Paracoccus
FP200000421BR_E4	Kitasatospora
FP200000611TR_F1	Azospirillum
FP200000611TR_F1	Polaribacter
SS200000115BR_E2	Deinococcus
C01838C2	Janthinobacterium
SS200000863BR_C4	Paenibacillus
SS200000726BL_E4	Microbacterium
D01574E3	Xanthomonas
D02173E6	Janthinobacterium
D02165E6	Dactylosporangium
D02165E2	Pantoea
D02165D6	Dactylosporangium
FP200000421BR_E4	Nostoc
FP200000421BR_E4	Saccharopolyspora
SS200000114BR_C1	Klebsiella
SS200000114BR_C1	Cellulomonas
SS200000158BL_E6	Weizmannia
A01890D1	Klebsiella
SS200000726BL_E1	Diaphorobacter
SS200001472BR_A5	Aeromonas
D02165D4	Legionella
D02165E4	Bacillus
D02165E1	Sphingomonas
FP200000421BR_D2	Pseudomonas
FP200000421BR_E4	Dietzia
FP200000611TR_E1	Klebsiella
FP200000611TR_F1	Planococcus
FP200000611TR_F1	Ralstonia
FP200000611TR_F1	Priestia
SS200000114BR_A4	Rhodococcus
SS200000114BR_A4	Dactylosporangium
SS200000553BL_B6	Bacteroides
C01838C2	Acidovorax
SS200000863BR_C2	Amycolatopsis
D02069C2	Rhodococcus
SS200001472BR_B4	Gordonia
SS200001472BR_B4	Mycoplasmopsis
D02165D5	Spirosoma
D02165E6	Escherichia
D02165E6	Roseomonas
D02165D4	Haemophilus
D02165E1	Neisseria
SS200000114BR_A2	Dialister
FP200000421BR_D4	Arthrobacter
A01890D2	Enterobacter
D02069C1	Hymenobacter
D00864B2	Mycolicibacterium
D02165D3	Caulobacter
D02165D5	Sulfitobacter
D02165E2	Nocardiopsis
B02210F4	Paracoccus
FP200000421BR_E4	Enterobacter
SS200000553BL_B1	Nocardiopsis
C01838C2	Paraburkholderia
SS200000726BL_D6	Lactobacillus
SS200000726BL_E3	Mesorhizobium
D02165E6	Massilia
D02165D4	Escherichia
FP200000421BR_D2	Streptomyces
FP200000611TR_E1	Actinomyces
SS200000553BL_B1	Enterobacter
SS200000553BL_A2	Photobacterium
A01890D1	Streptococcus
SS200000863BR_C2	Lactobacillus
A02184A1	Shewanella
SS200001472BR_B4	Shewanella
SS200001472BR_A5	Arthrobacter
D01574E3	Actinomyces
D02165D5	Moraxella
D02165D4	Actinoplanes
D02165D4	Roseomonas
D02165E1	Acinetobacter
D02165E1	Mycolicibacterium
FP200000421BR_D1	Paenibacillus
FP200000421BR_E3	Mesorhizobium
FP200000421BR_E4	Aeromonas
FP200000586TR_A1	Brevibacterium
FP200000611TR_F1	Pseudoxanthomonas
SS200000114BR_B3	Burkholderia
SS200000121BL_D3	Burkholderia
SS200000115BR_E2	Bacillus
SS200000115BR_E2	Actinoplanes
SS200000553BL_B1	Caulobacter
A01892B6	Shewanella
SS200000726BL_D6	Streptococcus
SS200000726BL_D6	Burkholderia
SS200000726BL_E3	Corynebacterium
SS200001472BR_B4	Mesorhizobium
D01574E3	Moraxella
D02165C6	Pseudoalteromonas
D02165D5	Clostridioides
D02165E6	Paracoccus
D02165E6	Novosphingobium
D02172E3	Pseudoalteromonas
FP200000421BR_E3	Hydrogenophaga
FP200000421BR_E4	Listeria
FP200000586TR_A1	Yersinia
SS200000114BR_A4	Bradyrhizobium
SS200000114BR_C1	Comamonas
SS200000121BL_D3	Bacillus
SS200000158BL_E6	Streptococcus
SS200000158BL_E6	Corynebacterium
SS200000158BL_E6	Microbacterium
SS200000114BR_A2	Burkholderia
FP200000421BR_D4	Aeromonas
SS200000553BL_B6	Photobacterium
D02069C1	Arthrobacter
D00864B2	Microbacterium
SS200000726BL_E4	Halomonas
D02165C6	Kocuria
D02165E2	Caulobacter
D02165D4	Virgibacillus
D02165E1	Paenibacillus
D02165D2	Saccharothrix
FP200000611TR_E1	Enterobacter
FP200000611TR_E1	Arthrobacter
FP200000611TR_E1	Sphingopyxis
FP200000611TR_F1	Delftia
SS200000114BR_C1	Photobacterium
SS200000553BL_C1	Paracoccus
A01890D2	Methylobacterium
A01890D2	Pseudoalteromonas
A01894F4	Corynebacterium
SS200000863BR_C2	Rhodococcus
A02184A1	Rhodococcus
SS200000726BL_D6	Microbacterium
D02165D3	Rothia
D02165C6	Enterobacter
D02165C6	Dialister
D02165D6	Chromobacterium
D02165D4	Deinococcus
D02165D4	Pantoea
D02165D1	Massilia
B02210F4	Paenarthrobacter
FP200000611TR_E1	Paraburkholderia
SS200000553BL_C1	Exiguobacterium
SS200000553BL_A2	Actinomyces
SS200000553BL_A2	Lysinibacillus
C01838C4	Paraburkholderia
A01894F4	Aeromonas
D00864B2	Amycolatopsis
SS200001472BR_A5	Flavobacterium
SS200001472BR_A5	Methylobacterium
D02165D3	Schaalia
D02165D5	Actinoplanes
D02165E2	Citrobacter
D02165D1	Paracoccus
D02173E3	Bacteroides
D02165E4	Parabacteroides
FP200000586TR_A1	Janthinobacterium
FP200000586TR_A1	Variovorax
FP200000586TR_A1	Cereibacter
FP200000586TR_A1	Stutzerimonas
SS200000114BR_C1	Massilia
SS200000115BR_F4	Methylobacterium
SS200000114BR_A2	Bacillus
SS200000114BR_A2	Mycolicibacterium
SS200000553BL_A2	Sulfitobacter
C01838C4	Flavobacterium
C01838C4	Rhodococcus
A01894E6	Halomonas
SS200000726BL_E1	Rhodococcus
D02069C2	Virgibacillus
SS200000726BL_E4	Chryseobacterium
D02165D3	Enterobacter
D02165E3	Flavobacterium
D02165D1	Klebsiella
D02173F5	Veillonella
B02210F4	Enterobacter
B02210F4	Pseudoalteromonas
FP200000586TR_A1	Acetobacter
SS200000114BR_A4	Cupriavidus
SS200000121BL_D3	Actinomyces
SS200000553BL_A2	Anoxybacillus
A01894F5	Microbacterium
A01890D2	Xanthomonas
A01894F4	Chryseobacterium
A01894F4	Agarivorans
D02069C1	Chryseobacterium
SS200000863BR_C4	Bradyrhizobium
SS200000863BR_C4	Microbacterium
D02069C2	Lactococcus
D02172E6	Rhodococcus
D02165D4	Brevibacillus
FP200000421BR_D1	Micromonospora
FP200000421BR_E4	Roseomonas
FP200000586TR_A1	Delftia
FP200000611TR_F1	Hydrogenophaga
SS200000115BR_E2	Rhodococcus
SS200000553BL_C1	Lactococcus
SS200000553BL_A2	Pantoea
A01890D2	Wolbachia
A01894F4	Tsukamurella
A01894F4	Sphingomonas
D02069C2	Azospirillum
D02069C2	Brevundimonas
D02165D5	Neisseria
D02173E6	Kosakonia
D02165D2	Arthrobacter
FP200000421BR_D2	Stenotrophomonas
FP200000586TR_A1	Pectobacterium
FP200000586TR_A1	Agarivorans
SS200000114BR_B3	Halomonas
SS200000158BL_E6	Halomonas
FP200000421BR_D4	Kitasatospora
A01890D2	Shewanella
A01894F4	Listeria
SS200001472BR_B5	Mycoplasmopsis
SS200001472BR_A5	Rhodococcus
D02165E6	Ralstonia
D02165D2	Eubacterium
FP200000421BR_D1	Clostridium
FP200000421BR_D1	Rhodococcus
FP200000421BR_E4	Pasteurella
FP200000421BR_E4	Gordonia
FP200000611TR_E1	Aeromonas
FP200000611TR_F1	Proteus
SS200000114BR_A4	Halomonas
FP200000421BR_D4	Gordonia
SS200000553BL_A2	Brevibacillus
A01890D2	Sphingobacterium
A01892C2	Microbacterium
A01894F4	Cellulosilyticum
SS200000863BR_C4	Corynebacterium
SS200000726BL_E3	Mycolicibacterium
SS200000726BL_E4	Glutamicibacter
D02173E6	Achromobacter
D02165D4	Pseudonocardia
D02165D4	Gordonia
D02172E3	Bifidobacterium
FP200000421BR_E4	Sphingopyxis
FP200000586TR_A1	Ralstonia
A01890D1	Cupriavidus
A01894F4	Rhodococcus
A02184A1	Paraburkholderia
SS200000726BL_D6	Acinetobacter
SS200000726BL_D6	Mycoplasma
SS200001472BR_A5	Shewanella
D01574E3	Novosphingobium
D02165D5	Ralstonia
D02165D5	Pectobacterium
D02165D6	Xanthomonas
D02165D6	Lysinibacillus
D02165D2	Caulobacter
D02165D2	Serratia
D02165D2	Sphingobacterium
B02210F4	Agarivorans
SS200000114BR_C1	Bacteroides
SS200000114BR_C1	Brevundimonas
SS200000115BR_F4	Mesorhizobium
SS200000158BL_E6	Methylobacterium
FP200000421BR_D4	Massilia
SS200000553BL_B1	Lactococcus
SS200000553BL_C1	Xanthomonas
SS200000553BL_A2	Devosia
SS200000726BL_E1	Corynebacterium
SS200000726BL_E3	Nocardioides
SS200001472BR_B5	Corynebacterium
D02165D5	Photobacterium
D02173E6	Agrococcus
D02173E4	Sphingomonas
D02172E6	Klebsiella
D02165D6	Klebsiella
SS200000114BR_B3	Bacillus
SS200000114BR_B3	Sphingomonas
SS200000121BL_D3	Corynebacterium
SS200000158BL_E6	Brevundimonas
SS200000114BR_A2	Corynebacterium
FP200000421BR_D4	Enterobacter
SS200000115BR_E2	Mesorhizobium
SS200000553BL_A2	Bifidobacterium
SS200000553BL_A2	Brevibacterium
A01892B6	Gordonia
D02069C1	Paracoccus
D02069C1	Streptococcus
SS200000726BL_E4	Mycolicibacterium
D02165D4	Kutzneria
FP200000421BR_D1	Cutibacterium
FP200000421BR_E3	Aeromonas
FP200000611TR_F1	Muricauda
SS200000115BR_D4	Nocardiopsis
SS200000114BR_A2	Dactylosporangium
FP200000421BR_D4	Paracoccus
SS200000553BL_B1	Schaalia
A01894E6	Brevibacillus
D02069C2	Paracoccus
D02165D6	Aeromonas
D02165D1	Hydrogenophaga
D02173E3	Arthrobacter
D02165D2	Dactylosporangium
FP200000421BR_E3	Methylobacterium
FP200000586TR_A1	Dermacoccus
SS200000115BR_F3	Kurthia
SS200000115BR_F4	Klebsiella
SS200000553BL_B6	Actinomyces
SS200000553BL_A2	Erwinia
SS200000553BL_A2	Cereibacter
A02184A1	Faecalibacterium
SS200001472BR_B4	Flavobacterium
D02165C6	Agrobacterium
D02173E4	Rhodococcus
D02165E2	Variovorax
